iter	Logloss
0	0.3135340878
1	0.1706939773
2	0.09820801318
3	0.0580678355
4	0.03494265192
5	0.0213494685
6	0.0132799608
7	0.00845916596
8	0.005577830816
9	0.003874621974
10	0.002848419475
11	0.002231947654
12	0.00187079322
13	0.001655355709
14	0.001528120608
15	0.001477739067
16	0.001427891186
17	0.001399159213
18	0.001395050024
19	0.001381865972
20	0.00137464484
21	0.00137192415
22	0.001370723114
23	0.001368975237
24	0.00136618708
25	0.001365934546
26	0.001365705781
27	0.001365429415
28	0.001365273212
29	0.001365244331
30	0.001364207015
31	0.001364201878
32	0.001363260499
33	0.001363196043
34	0.001363109592
35	0.001363052362
36	0.001361677891
37	0.00136160504
38	0.001361560316
39	0.001360894404
40	0.001357114486
41	0.001354604216
42	0.001354167052
43	0.00135299225
44	0.001352892535
45	0.00135284805
46	0.001352721799
47	0.001352185394
48	0.001352091097
49	0.00135110962
50	0.001351043668
51	0.00134920873
52	0.001349165185
53	0.001349133113
54	0.001349113976
55	0.001348579591
56	0.001348296863
57	0.001346938459
58	0.001346636865
59	0.001346594578
60	0.001345939025
61	0.001345894048
62	0.001345069377
63	0.001345023175
64	0.001344782909
65	0.001343777169
66	0.00134244799
67	0.001342397009
68	0.001341496086
69	0.001341463089
70	0.001341393154
71	0.001341317826
72	0.00134063696
73	0.001340012881
74	0.001339676827
75	0.00133921011
76	0.001339022789
77	0.001338990113
78	0.001338943951
79	0.001337467739
80	0.00133742891
81	0.001337346312
82	0.001337322165
83	0.001337314472
84	0.001337297523
85	0.001336719953
86	0.00133600932
87	0.001335971389
88	0.001335575984
89	0.001335543973
90	0.001335050224
91	0.00133504221
92	0.001334333088
93	0.001334161197
94	0.001333397048
95	0.001332919886
96	0.001332766884
97	0.001332697394
98	0.001331496434
99	0.001331467009
